epoch,box_loss,cls_loss,dfl_loss,total_loss,precision,recall,mAP50,mAP50_95
1,3.669796,5.724021,4.194659,13.588476,0.000000,0.000000,0.000000,0.000000
2,3.679319,5.254218,3.719003,12.652541,0.000012,0.001664,0.000008,0.000002
3,3.655248,4.969929,3.526528,12.151706,0.000011,0.001608,0.000010,0.000002
